geo,life_expectancy_years,time
arm,33.99,1861
arm,33.99,1862
arm,33.99,1863
arm,33.47,1864
arm,32.95,1865
arm,32.42,1866
arm,31.90,1867
arm,31.38,1868
arm,31.42,1869
arm,31.46,1870
arm,31.51,1871
arm,31.55,1872
arm,31.59,1873
arm,31.80,1874
arm,32.00,1875
arm,32.20,1876
arm,32.40,1877
arm,32.59,1878
arm,32.80,1879
arm,32.99,1880
arm,33.20,1881
arm,33.40,1882
arm,33.59,1883
arm,33.80,1884
arm,33.99,1885
arm,34.20,1886
arm,34.40,1887
arm,34.59,1888
arm,34.80,1889
arm,34.99,1890
arm,35.20,1891
arm,35.40,1892
arm,35.59,1893
arm,35.80,1894
arm,36.00,1895
arm,36.20,1896
arm,36.40,1897
arm,36.23,1898
arm,36.06,1899
arm,35.90,1900
arm,36.15,1901
arm,36.40,1902
arm,36.65,1903
arm,36.90,1904
arm,37.15,1905
arm,37.40,1906
arm,37.65,1907
arm,37.90,1908
arm,38.15,1909
arm,38.40,1910
arm,41.35,1911
arm,41.78,1912
arm,39.61,1913
arm,39.20,1914
arm,38.80,1915
arm,38.80,1916
arm,35.80,1917
arm,27.00,1918
arm,37.00,1919
arm,28.00,1920
arm,37.89,1921
arm,38.77,1922
arm,39.53,1923
arm,41.91,1924
arm,40.90,1925
arm,43.99,1926
arm,43.21,1927
arm,44.61,1928
arm,43.25,1929
arm,42.46,1930
arm,40.76,1931
arm,38.15,1932
arm,31.53,1933
arm,44.37,1934
arm,45.81,1935
arm,47.37,1936
arm,46.26,1937
arm,47.83,1938
arm,50.12,1939
arm,47.54,1940
arm,25.63,1941
arm,22.02,1942
arm,19.90,1943
arm,27.29,1944
arm,36.68,1945
arm,53.86,1946
arm,45.75,1947
arm,53.70,1948
arm,56.39,1949
arm,58.58,1950
arm,58.68,1951
arm,58.99,1952
arm,59.30,1953
arm,59.61,1954
arm,59.92,1955
arm,60.22,1956
arm,60.53,1957
arm,60.84,1958
arm,61.14,1959
arm,61.46,1960
arm,61.77,1961
arm,62.10,1962
arm,62.42,1963
arm,62.75,1964
arm,63.07,1965
arm,63.40,1966
arm,63.71,1967
arm,64.01,1968
arm,64.28,1969
arm,64.50,1970
arm,65.10,1971
arm,65.60,1972
arm,66.10,1973
arm,66.70,1974
arm,67.10,1975
arm,67.60,1976
arm,68.00,1977
arm,68.40,1978
arm,68.70,1979
arm,69.00,1980
arm,69.40,1981
arm,69.60,1982
arm,69.90,1983
arm,70.20,1984
arm,70.50,1985
arm,70.70,1986
arm,70.70,1987
arm,68.20,1988
arm,70.30,1989
arm,70.10,1990
arm,69.80,1991
arm,69.40,1992
arm,69.20,1993
arm,69.20,1994
arm,69.40,1995
arm,69.70,1996
arm,70.10,1997
arm,70.60,1998
arm,71.00,1999
arm,71.40,2000
arm,71.70,2001
arm,71.90,2002
arm,72.10,2003
arm,72.10,2004
arm,72.20,2005
arm,72.20,2006
arm,72.30,2007
arm,72.50,2008
arm,72.60,2009
arm,72.90,2010
arm,73.20,2011
arm,73.50,2012
arm,73.80,2013
arm,74.10,2014
arm,74.40,2015
abw,34.42,1800
abw,34.42,1801
abw,34.42,1802
abw,34.42,1803
abw,34.42,1804
abw,34.42,1805
abw,34.42,1806
abw,34.42,1807
abw,34.42,1808
abw,34.42,1809
abw,34.42,1810
abw,34.42,1811
abw,34.42,1812
abw,34.42,1813
abw,34.42,1814
abw,34.42,1815
abw,34.42,1816
abw,34.42,1817
abw,34.42,1818
abw,34.42,1819
abw,34.42,1820
abw,34.42,1821
abw,34.42,1822
abw,34.42,1823
abw,34.42,1824
abw,34.42,1825
abw,34.42,1826
abw,34.42,1827
abw,34.42,1828
abw,34.42,1829
abw,34.42,1830
abw,34.42,1831
abw,34.42,1832
abw,34.42,1833
abw,34.42,1834
abw,34.42,1835
abw,34.42,1836
abw,34.42,1837
abw,34.42,1838
abw,34.42,1839
abw,34.42,1840
abw,34.42,1841
abw,34.42,1842
abw,34.42,1843
abw,34.42,1844
abw,34.42,1845
abw,34.42,1846
abw,34.42,1847
abw,34.42,1848
abw,34.42,1849
abw,34.42,1850
abw,34.42,1851
abw,34.42,1852
abw,34.42,1853
abw,34.42,1854
abw,34.42,1855
abw,34.42,1856
abw,34.42,1857
abw,34.42,1858
abw,34.42,1859
abw,34.42,1860
abw,34.42,1861
abw,34.42,1862
abw,34.42,1863
abw,34.42,1864
abw,34.42,1865
abw,34.42,1866
abw,34.42,1867
abw,34.42,1868
abw,34.42,1869
abw,34.42,1870
abw,34.42,1871
abw,34.42,1872
abw,34.42,1873
abw,34.42,1874
abw,34.42,1875
abw,34.42,1876
abw,34.42,1877
abw,34.42,1878
abw,34.42,1879
abw,34.42,1880
abw,34.42,1881
abw,34.42,1882
abw,34.42,1883
abw,34.42,1884
abw,34.42,1885
abw,34.42,1886
abw,34.42,1887
abw,34.42,1888
abw,34.42,1889
abw,34.42,1890
abw,34.42,1891
abw,34.42,1892
abw,34.42,1893
abw,34.42,1894
abw,34.42,1895
abw,34.42,1896
abw,34.42,1897
abw,34.42,1898
abw,34.42,1899
abw,34.42,1900
abw,34.42,1901
abw,34.42,1902
abw,34.42,1903
abw,34.42,1904
abw,34.42,1905
abw,34.42,1906
abw,34.42,1907
abw,34.42,1908
abw,34.42,1909
abw,34.42,1910
abw,34.42,1911
abw,34.42,1912
abw,34.42,1913
abw,34.42,1914
abw,34.42,1915
abw,34.42,1916
abw,34.42,1917
abw,22.32,1918
abw,34.42,1919
abw,34.42,1920
abw,34.42,1921
abw,35.25,1922
abw,36.07,1923
abw,36.90,1924
abw,37.73,1925
abw,38.56,1926
abw,39.38,1927
abw,40.21,1928
abw,41.04,1929
abw,41.87,1930
abw,42.69,1931
abw,43.52,1932
abw,44.35,1933
abw,45.18,1934
abw,46.01,1935
abw,46.83,1936
abw,47.66,1937
abw,48.49,1938
abw,49.32,1939
abw,50.14,1940
abw,50.97,1941
abw,51.80,1942
abw,52.63,1943
abw,53.45,1944
abw,54.28,1945
abw,55.11,1946
abw,55.94,1947
abw,56.76,1948
abw,57.59,1949
abw,58.42,1950
abw,58.96,1951
abw,60.01,1952
abw,60.98,1953
abw,61.87,1954
abw,62.69,1955
abw,63.42,1956
abw,64.09,1957
abw,64.68,1958
abw,65.20,1959
abw,65.66,1960
abw,66.07,1961
abw,66.44,1962
abw,66.79,1963
abw,67.11,1964
abw,67.44,1965
abw,67.76,1966
abw,68.09,1967
abw,68.44,1968
abw,68.78,1969
abw,69.14,1970
abw,69.50,1971
abw,69.85,1972
abw,70.19,1973
abw,70.52,1974
abw,70.83,1975
abw,71.14,1976
abw,71.44,1977
abw,71.74,1978
abw,72.02,1979
abw,72.29,1980
abw,73.47,1981
abw,73.51,1982
abw,73.54,1983
abw,73.57,1984
abw,73.60,1985
abw,73.62,1986
abw,73.64,1987
abw,73.67,1988
abw,73.70,1989
abw,73.73,1990
abw,73.78,1991
abw,73.85,1992
abw,73.94,1993
abw,74.05,1994
abw,74.17,1995
abw,74.32,1996
abw,74.47,1997
abw,74.62,1998
abw,74.77,1999
abw,74.92,2000
abw,75.06,2001
abw,75.19,2002
abw,75.32,2003
abw,75.45,2004
aus,34.05,1800
aus,34.05,1801
aus,34.05,1802
aus,34.05,1803
aus,34.05,1804
aus,34.05,1805
aus,34.05,1806
aus,34.05,1807
aus,34.05,1808
aus,34.05,1809
aus,34.05,1810
aus,34.05,1811
aus,34.05,1812
aus,34.05,1813
aus,34.05,1814
aus,34.05,1815
aus,34.05,1816
aus,34.05,1817
aus,34.05,1818
aus,34.05,1819
aus,34.05,1820
aus,34.05,1821
aus,34.05,1822
aus,34.05,1823
aus,34.05,1824
aus,34.05,1825
aus,34.05,1826
aus,34.05,1827
aus,34.05,1828
aus,34.05,1829
aus,34.05,1830
aus,34.05,1831
aus,34.05,1832
aus,34.05,1833
aus,34.05,1834
aus,34.05,1835
aus,34.05,1836
aus,34.05,1837
aus,34.05,1838
aus,34.05,1839
aus,34.05,1840
aus,34.05,1841
aus,34.05,1842
aus,34.05,1843
aus,34.05,1844
aus,34.05,1845
aus,34.05,1846
aus,34.05,1847
aus,34.05,1848
aus,34.05,1849
aus,34.05,1850
aus,34.05,1851
aus,34.05,1852
aus,34.05,1853
aus,34.05,1854
aus,34.05,1855
aus,34.05,1856
aus,34.05,1857
aus,34.05,1858
aus,34.05,1859
aus,34.05,1860
aus,34.05,1861
aus,34.05,1862
aus,34.05,1863
aus,34.05,1864
aus,34.05,1865
aus,34.05,1866
aus,34.05,1867
aus,34.05,1868
aus,34.05,1869
aus,34.05,1870
aus,34.58,1871
aus,35.11,1872
aus,35.64,1873
aus,36.17,1874
aus,36.70,1875
aus,37.23,1876
aus,37.75,1877
aus,38.28,1878
aus,38.81,1879
aus,39.34,1880
aus,39.87,1881
aus,40.40,1882
aus,40.93,1883
aus,41.46,1884
aus,41.99,1885
aus,42.52,1886
aus,43.05,1887
aus,43.58,1888
aus,44.11,1889
aus,44.63,1890
aus,45.16,1891
aus,45.69,1892
aus,46.22,1893
aus,46.75,1894
aus,47.28,1895
aus,47.81,1896
aus,48.34,1897
aus,48.87,1898
aus,49.40,1899
aus,49.93,1900
aus,50.46,1901
aus,50.98,1902
aus,51.51,1903
aus,52.04,1904
aus,52.57,1905
aus,53.10,1906
aus,53.63,1907
aus,54.16,1908
aus,54.69,1909
aus,55.22,1910
aus,55.75,1911
aus,56.28,1912
aus,56.81,1913
aus,57.34,1914
aus,57.86,1915
aus,58.39,1916
aus,58.92,1917
aus,54.80,1918
aus,59.98,1919
aus,60.51,1920
aus,61.04,1921
aus,62.90,1922
aus,61.74,1923
aus,62.55,1924
aus,63.24,1925
aus,62.96,1926
aus,62.94,1927
aus,62.99,1928
aus,63.18,1929
aus,65.00,1930
aus,65.43,1931
aus,65.74,1932
aus,65.57,1933
aus,64.93,1934
aus,65.21,1935
aus,65.33,1936
aus,65.89,1937
aus,65.94,1938
aus,65.89,1939
aus,66.34,1940
aus,66.22,1941
aus,65.96,1942
aus,66.49,1943
aus,68.12,1944
aus,68.55,1945
aus,68.08,1946
aus,68.69,1947
aus,68.62,1948
aus,69.24,1949
aus,69.13,1950
aus,68.84,1951
aus,69.24,1952
aus,69.83,1953
aus,69.98,1954
aus,70.30,1955
aus,70.19,1956
aus,70.47,1957
aus,71.02,1958
aus,70.60,1959
aus,71.04,1960
aus,71.32,1961
aus,71.09,1962
aus,71.15,1963
aus,70.82,1964
aus,71.15,1965
aus,70.99,1966
aus,71.28,1967
aus,70.91,1968
aus,71.33,1969
aus,71.00,1970
aus,71.30,1971
aus,71.70,1972
aus,72.00,1973
aus,72.10,1974
aus,72.50,1975
aus,73.00,1976
aus,73.40,1977
aus,73.80,1978
aus,74.20,1979
aus,74.50,1980
aus,74.80,1981
aus,75.00,1982
aus,75.30,1983
aus,75.50,1984
aus,75.70,1985
aus,76.00,1986
aus,76.20,1987
aus,76.40,1988
aus,76.60,1989
aus,77.00,1990
aus,77.40,1991
aus,77.70,1992
aus,78.00,1993
aus,78.20,1994
aus,78.40,1995
aus,78.60,1996
aus,78.90,1997
aus,79.10,1998
aus,79.30,1999
aus,79.70,2000
aus,80.10,2001
aus,80.40,2002
aus,80.70,2003
aus,81.00,2004
aus,81.20,2005
aus,81.40,2006
aus,81.50,2007
aus,81.50,2008
aus,81.60,2009
aus,81.70,2010
aus,81.80,2011
aus,81.80,2012
aus,81.80,2013
aus,81.80,2014
aus,81.80,2015
aut,34.40,1800
aut,34.40,1801
aut,34.40,1802
aut,34.40,1803
aut,34.40,1804
aut,34.40,1805
aut,34.40,1806
aut,34.40,1807
aut,34.40,1808
aut,34.40,1809
aut,34.40,1810
aut,34.40,1811
aut,34.40,1812
aut,34.40,1813
aut,34.40,1814
aut,34.40,1815
aut,34.40,1816
aut,34.40,1817
aut,34.40,1818
aut,34.40,1819
aut,34.40,1820
aut,34.40,1821
aut,34.40,1822
aut,34.40,1823
aut,34.40,1824
aut,34.40,1825
aut,34.40,1826
aut,34.40,1827
aut,34.40,1828
aut,34.40,1829
aut,34.40,1830
aut,34.40,1831
aut,34.40,1832
aut,34.40,1833
aut,34.40,1834
aut,34.40,1835
aut,34.40,1836
aut,34.40,1837
aut,34.40,1838
aut,34.40,1839
aut,34.40,1840
aut,34.40,1841
aut,34.40,1842
aut,34.40,1843
aut,34.40,1844
aut,34.40,1845
aut,34.40,1846
aut,34.40,1847
aut,34.40,1848
aut,34.40,1849
aut,34.40,1850
aut,34.40,1851
aut,34.40,1852
aut,34.40,1853
aut,34.40,1854
aut,34.40,1855
aut,34.40,1856
aut,34.40,1857
aut,34.40,1858
aut,34.40,1859
aut,34.40,1860
aut,34.40,1861
aut,34.40,1862
aut,34.40,1863
aut,34.40,1864
aut,34.40,1865
aut,34.40,1866
aut,34.40,1867
aut,34.40,1868
aut,34.40,1869
aut,34.40,1870
aut,34.45,1871
aut,34.51,1872
aut,34.56,1873
aut,34.62,1874
aut,34.67,1875
aut,34.73,1876
aut,34.78,1877
aut,34.84,1878
aut,34.89,1879
aut,34.95,1880
aut,35.00,1881
aut,35.23,1882
aut,35.46,1883
aut,35.69,1884
aut,35.92,1885
aut,36.15,1886
aut,36.38,1887
aut,36.61,1888
aut,36.84,1889
aut,37.07,1890
aut,37.30,1891
aut,37.77,1892
aut,38.24,1893
aut,38.71,1894
aut,39.18,1895
aut,39.65,1896
aut,40.12,1897
aut,40.59,1898
aut,41.06,1899
aut,41.53,1900
aut,42.00,1901
aut,41.05,1902
aut,40.10,1903
aut,40.73,1904
aut,41.35,1905
aut,41.98,1906
aut,42.60,1907
aut,43.23,1908
aut,43.85,1909
aut,44.48,1910
aut,45.10,1911
aut,45.67,1912
aut,46.24,1913
aut,46.80,1914
aut,47.37,1915
aut,47.94,1916
aut,48.51,1917
aut,32.43,1918
aut,49.64,1919
aut,50.21,1920
aut,50.78,1921
aut,51.35,1922
aut,51.92,1923
aut,52.49,1924
aut,53.07,1925
aut,53.64,1926
aut,54.21,1927
aut,54.78,1928
aut,55.35,1929
aut,55.92,1930
aut,56.49,1931
aut,56.80,1932
aut,57.11,1933
aut,57.42,1934
aut,57.72,1935
aut,58.03,1936
aut,58.34,1937
aut,58.65,1938
aut,58.17,1939
aut,57.88,1940
aut,56.58,1941
aut,54.18,1942
aut,50.29,1943
aut,39.19,1944
aut,31.49,1945
aut,56.10,1946
aut,61.41,1947
aut,63.35,1948
aut,63.54,1949
aut,64.99,1950
aut,65.38,1951
aut,66.92,1952
aut,67.42,1953
aut,67.45,1954
aut,67.73,1955
aut,67.86,1956
aut,67.62,1957
aut,68.63,1958
aut,68.57,1959
aut,68.93,1960
aut,69.91,1961
aut,69.70,1962
aut,69.83,1963
aut,70.33,1964
aut,70.12,1965
aut,70.43,1966
aut,70.32,1967
aut,70.47,1968
aut,70.25,1969
aut,70.30,1970
aut,70.40,1971
aut,70.60,1972
aut,71.00,1973
aut,71.10,1974
aut,71.50,1975
aut,71.90,1976
aut,72.20,1977
aut,72.40,1978
aut,72.50,1979
aut,72.70,1980
aut,72.90,1981
aut,73.00,1982
aut,73.30,1983
aut,73.60,1984
aut,74.00,1985
aut,74.50,1986
aut,75.00,1987
aut,75.40,1988
aut,75.60,1989
aut,75.70,1990
aut,75.80,1991
aut,76.00,1992
aut,76.20,1993
aut,76.50,1994
aut,76.80,1995
aut,77.20,1996
aut,77.60,1997
aut,77.80,1998
aut,78.00,1999
aut,78.20,2000
aut,78.40,2001
aut,78.70,2002
aut,79.00,2003
aut,79.30,2004
aut,79.60,2005
aut,80.00,2006
aut,80.20,2007
aut,80.40,2008
aut,80.40,2009
aut,80.50,2010
aut,80.70,2011
aut,80.70,2012
aut,80.80,2013
aut,80.90,2014
aut,81.00,2015
aze,29.16,1800
aze,29.16,1801
aze,29.16,1802
aze,29.16,1803
aze,29.16,1804
aze,29.16,1805
aze,29.16,1806
aze,29.16,1807
aze,29.16,1808
aze,29.16,1809
aze,29.16,1810
aze,29.16,1811
aze,29.16,1812
aze,29.16,1813
aze,29.16,1814
aze,29.16,1815
aze,29.16,1816
aze,29.16,1817
aze,29.16,1818
aze,29.16,1819
aze,29.16,1820
aze,29.16,1821
aze,29.16,1822
aze,29.16,1823
aze,29.16,1824
aze,29.16,1825
aze,29.16,1826
aze,29.16,1827
aze,29.16,1828
aze,29.16,1829
aze,29.16,1830
aze,29.16,1831
aze,29.16,1832
aze,29.16,1833
aze,29.16,1834
aze,29.16,1835
aze,29.16,1836
aze,29.16,1837
aze,29.16,1838
aze,29.16,1839
aze,29.16,1840
aze,29.16,1841
aze,29.16,1842
aze,29.16,1843
aze,29.16,1844
aze,29.16,1845
aze,29.16,1846
aze,29.16,1847
aze,29.16,1848
aze,29.16,1849
aze,29.16,1850
aze,29.16,1851
aze,29.16,1852
aze,29.16,1853
aze,29.16,1854
aze,29.16,1855
aze,29.16,1856
aze,29.16,1857
aze,29.16,1858
aze,29.16,1859
aze,29.16,1860
aze,29.16,1861
aze,29.16,1862
aze,29.16,1863
aze,28.64,1864
aze,28.12,1865
aze,27.59,1866
aze,27.07,1867
aze,26.55,1868
aze,26.59,1869
aze,26.63,1870
aze,26.68,1871
aze,26.72,1872
aze,26.77,1873
aze,26.96,1874
aze,27.16,1875
aze,27.36,1876
aze,27.57,1877
aze,27.77,1878
aze,27.96,1879
aze,28.16,1880
aze,28.36,1881
aze,28.57,1882
aze,28.77,1883
aze,28.96,1884
aze,29.16,1885
aze,29.36,1886
aze,29.57,1887
aze,29.77,1888
aze,29.96,1889
aze,30.16,1890
aze,30.36,1891
aze,30.57,1892
aze,30.77,1893
aze,30.96,1894
aze,31.16,1895
aze,31.36,1896
aze,31.57,1897
aze,31.40,1898
aze,31.23,1899
aze,31.07,1900
aze,31.32,1901
aze,31.57,1902
aze,31.82,1903
aze,32.06,1904
aze,32.31,1905
aze,32.56,1906
aze,32.81,1907
aze,33.06,1908
aze,33.31,1909
aze,33.56,1910
aze,36.52,1911
aze,36.95,1912
aze,34.78,1913
aze,34.37,1914
aze,33.97,1915
aze,33.97,1916
aze,30.96,1917
aze,22.00,1918
aze,32.00,1919
aze,30.00,1920
aze,32.92,1921
aze,33.83,1922
aze,34.78,1923
aze,37.20,1924
aze,36.21,1925
aze,39.33,1926
aze,38.58,1927
aze,40.00,1928
aze,38.67,1929
aze,37.91,1930
aze,36.07,1931
aze,33.48,1932
aze,25.90,1933
aze,39.93,1934
aze,41.40,1935
aze,42.99,1936
aze,41.91,1937
aze,43.51,1938
aze,45.83,1939
aze,43.27,1940
aze,28.52,1941
aze,24.94,1942
aze,22.85,1943
aze,29.97,1944
aze,39.88,1945
aze,49.76,1946
aze,41.68,1947
aze,49.66,1948
aze,52.38,1949
aze,54.59,1950
aze,54.72,1951
aze,55.04,1952
aze,55.37,1953
aze,55.70,1954
aze,56.02,1955
aze,56.34,1956
aze,56.67,1957
aze,56.99,1958
aze,57.32,1959
aze,57.64,1960
aze,57.97,1961
aze,58.31,1962
aze,58.64,1963
aze,58.97,1964
aze,59.31,1965
aze,59.64,1966
aze,59.96,1967
aze,60.28,1968
aze,60.56,1969
aze,60.80,1970
aze,61.50,1971
aze,62.00,1972
aze,62.60,1973
aze,63.20,1974
aze,63.70,1975
aze,64.30,1976
aze,64.60,1977
aze,64.90,1978
aze,65.20,1979
aze,65.30,1980
aze,65.50,1981
aze,65.60,1982
aze,65.80,1983
aze,66.00,1984
aze,66.20,1985
aze,66.30,1986
aze,66.40,1987
aze,66.40,1988
aze,66.40,1989
aze,66.10,1990
aze,65.90,1991
aze,65.10,1992
aze,65.10,1993
aze,65.10,1994
aze,65.60,1995
aze,66.10,1996
aze,66.50,1997
aze,67.00,1998
aze,67.50,1999
aze,68.00,2000
aze,68.50,2001
aze,68.90,2002
aze,69.10,2003
aze,69.30,2004
aze,69.50,2005
aze,69.90,2006
aze,70.30,2007
aze,70.60,2008
aze,71.00,2009
aze,71.40,2010
aze,71.70,2011
aze,72.00,2012
aze,72.30,2013
aze,72.60,2014
aze,72.90,2015
bhs,35.18,1800
bhs,35.18,1801
bhs,35.18,1802
bhs,35.18,1803
bhs,35.18,1804
bhs,35.18,1805
bhs,35.18,1806
bhs,35.18,1807
bhs,35.18,1808
bhs,35.18,1809
bhs,35.18,1810
bhs,35.18,1811
bhs,35.18,1812
bhs,35.18,1813
bhs,35.18,1814
bhs,35.18,1815
bhs,35.18,1816
bhs,35.18,1817
bhs,35.18,1818
bhs,35.18,1819
bhs,35.18,1820
bhs,35.18,1821
bhs,35.18,1822
bhs,35.18,1823
bhs,35.18,1824
bhs,35.18,1825
bhs,35.18,1826
bhs,35.18,1827
bhs,35.18,1828
bhs,35.18,1829
bhs,35.18,1830
bhs,35.18,1831
bhs,35.18,1832
bhs,35.18,1833
bhs,35.18,1834
bhs,35.18,1835
bhs,35.18,1836
bhs,35.18,1837
bhs,35.18,1838
bhs,35.18,1839
bhs,35.18,1840
bhs,35.18,1841
bhs,35.18,1842
bhs,35.18,1843
bhs,35.18,1844
bhs,35.18,1845
bhs,35.18,1846
bhs,35.18,1847
bhs,35.18,1848
bhs,35.18,1849
bhs,35.18,1850
bhs,35.18,1851
bhs,35.18,1852
bhs,35.18,1853
bhs,35.18,1854
bhs,35.18,1855
bhs,35.18,1856
bhs,35.18,1857
bhs,35.18,1858
bhs,35.18,1859
bhs,35.18,1860
bhs,35.18,1861
bhs,35.18,1862
bhs,35.18,1863
bhs,35.18,1864
bhs,35.18,1865
bhs,35.18,1866
bhs,35.18,1867
bhs,35.18,1868
bhs,35.18,1869
bhs,35.18,1870
bhs,35.18,1871
bhs,35.18,1872
bhs,35.18,1873
bhs,35.18,1874
bhs,35.18,1875
bhs,35.18,1876
bhs,35.18,1877
bhs,35.18,1878
bhs,35.18,1879
bhs,35.18,1880
bhs,35.18,1881
bhs,35.18,1882
bhs,35.18,1883
bhs,35.18,1884
bhs,35.18,1885
bhs,35.18,1886
bhs,35.18,1887
bhs,35.18,1888
bhs,35.18,1889
bhs,35.18,1890
bhs,35.18,1891
bhs,35.18,1892
bhs,35.18,1893
bhs,35.18,1894
bhs,35.18,1895
bhs,35.18,1896
bhs,35.18,1897
bhs,35.18,1898
bhs,35.18,1899
bhs,35.18,1900
bhs,35.18,1901
bhs,35.18,1902
bhs,35.18,1903
bhs,35.18,1904
bhs,35.18,1905
bhs,35.18,1906
bhs,35.18,1907
bhs,35.18,1908
bhs,35.18,1909
bhs,35.18,1910
bhs,35.18,1911
bhs,35.18,1912
bhs,35.18,1913
bhs,35.18,1914
bhs,35.18,1915
bhs,35.18,1916
bhs,35.18,1917
bhs,22.82,1918
bhs,35.18,1919
bhs,35.18,1920
bhs,35.12,1921
bhs,35.89,1922
bhs,36.66,1923
bhs,37.43,1924
bhs,38.21,1925
bhs,38.98,1926
bhs,39.75,1927
bhs,40.52,1928
bhs,41.29,1929
bhs,42.06,1930
bhs,42.83,1931
bhs,43.60,1932
bhs,44.37,1933
bhs,45.14,1934
bhs,45.91,1935
bhs,46.68,1936
bhs,47.45,1937
bhs,48.22,1938
bhs,49.00,1939
bhs,49.77,1940
bhs,50.54,1941
bhs,51.31,1942
bhs,52.08,1943
bhs,52.85,1944
bhs,53.62,1945
bhs,54.39,1946
bhs,55.16,1947
bhs,55.93,1948
bhs,56.70,1949
bhs,57.47,1950
bhs,57.63,1951
bhs,58.00,1952
bhs,58.37,1953
bhs,58.72,1954
bhs,59.06,1955
bhs,59.39,1956
bhs,59.71,1957
bhs,60.02,1958
bhs,60.32,1959
bhs,60.61,1960
bhs,60.89,1961
bhs,61.16,1962
bhs,61.43,1963
bhs,61.69,1964
bhs,61.94,1965
bhs,62.18,1966
bhs,62.42,1967
bhs,62.65,1968
bhs,62.88,1969
bhs,63.10,1970
bhs,63.70,1971
bhs,64.20,1972
bhs,64.90,1973
bhs,65.50,1974
bhs,65.90,1975
bhs,66.20,1976
bhs,66.30,1977
bhs,66.20,1978
bhs,66.00,1979
bhs,65.90,1980
bhs,66.10,1981
bhs,66.40,1982
bhs,66.70,1983
bhs,67.00,1984
bhs,67.20,1985
bhs,67.30,1986
bhs,67.50,1987
bhs,67.80,1988
bhs,68.20,1989
bhs,68.60,1990
bhs,68.80,1991
bhs,68.90,1992
bhs,69.00,1993
bhs,69.00,1994
bhs,69.00,1995
bhs,69.20,1996
bhs,69.40,1997
bhs,69.60,1998
bhs,70.00,1999
bhs,70.30,2000
bhs,70.60,2001
bhs,70.80,2002
bhs,71.20,2003
bhs,71.90,2004
bhs,72.10,2005
bhs,72.10,2006
bhs,72.10,2007
bhs,72.20,2008
bhs,72.30,2009
bhs,72.40,2010
bhs,72.50,2011
bhs,72.60,2012
bhs,72.50,2013
bhs,72.40,2014
bhs,72.30,2015
bhr,30.30,1800
bhr,30.30,1801
bhr,30.30,1802
bhr,30.30,1803
bhr,30.30,1804
bhr,30.30,1805
bhr,30.30,1806
bhr,30.30,1807
bhr,30.30,1808
bhr,30.30,1809
bhr,30.30,1810
bhr,30.30,1811
bhr,30.30,1812
bhr,30.30,1813
bhr,30.30,1814
bhr,30.30,1815
bhr,30.30,1816
bhr,30.30,1817
bhr,30.30,1818
bhr,30.30,1819
bhr,30.30,1820
bhr,30.30,1821
bhr,30.30,1822
bhr,30.30,1823
bhr,30.30,1824
bhr,30.30,1825
bhr,30.30,1826
bhr,30.30,1827
bhr,30.30,1828
bhr,30.30,1829
bhr,30.30,1830
bhr,30.30,1831
bhr,30.30,1832
bhr,30.30,1833
bhr,30.30,1834
bhr,30.30,1835
bhr,30.30,1836
bhr,30.30,1837
bhr,30.30,1838
bhr,30.30,1839
bhr,30.30,1840
bhr,30.30,1841
bhr,30.30,1842
bhr,30.30,1843
bhr,30.30,1844
bhr,30.30,1845
bhr,30.30,1846
bhr,30.30,1847
bhr,30.30,1848
bhr,30.30,1849
bhr,30.30,1850
bhr,30.30,1851
bhr,30.30,1852
bhr,30.30,1853
bhr,30.30,1854
bhr,30.30,1855
bhr,30.30,1856
bhr,30.30,1857
bhr,30.30,1858
bhr,30.30,1859
bhr,30.30,1860
bhr,30.30,1861
bhr,30.30,1862
bhr,30.30,1863
bhr,30.30,1864
bhr,30.30,1865
bhr,30.30,1866
bhr,30.30,1867
bhr,30.30,1868
bhr,30.30,1869
bhr,30.30,1870
bhr,30.30,1871
bhr,30.30,1872
bhr,30.30,1873
bhr,30.30,1874
bhr,30.30,1875
bhr,30.30,1876
bhr,30.30,1877
bhr,30.30,1878
bhr,30.30,1879
bhr,30.30,1880
bhr,30.30,1881
bhr,30.30,1882
bhr,30.30,1883
bhr,30.30,1884
bhr,30.30,1885
bhr,30.30,1886
bhr,30.30,1887
bhr,30.30,1888
bhr,30.30,1889
bhr,30.30,1890
bhr,30.30,1891
bhr,30.30,1892
bhr,30.30,1893
bhr,30.30,1894
bhr,30.30,1895
bhr,30.30,1896
bhr,30.30,1897
bhr,30.30,1898
bhr,30.30,1899
bhr,30.30,1900
bhr,30.30,1901
bhr,30.30,1902
bhr,30.30,1903
bhr,30.30,1904
bhr,30.30,1905
bhr,30.30,1906
bhr,30.30,1907
bhr,30.30,1908
bhr,30.30,1909
bhr,30.30,1910
bhr,30.30,1911
bhr,30.30,1912
bhr,30.30,1913
bhr,30.30,1914
bhr,30.30,1915
bhr,30.30,1916
bhr,30.30,1917
bhr,25.12,1918
bhr,30.30,1919
bhr,30.30,1920
bhr,30.33,1921
bhr,30.36,1922
bhr,30.39,1923
bhr,30.42,1924
bhr,30.46,1925
bhr,30.49,1926
bhr,30.52,1927
bhr,30.55,1928
bhr,30.58,1929
bhr,30.61,1930
bhr,30.64,1931
bhr,30.67,1932
bhr,30.70,1933
bhr,30.73,1934
bhr,30.77,1935
bhr,31.52,1936
bhr,32.28,1937
bhr,33.03,1938
